0,0,22.5,-45,-22.5,0,0,0,-22.5,45,22.5,0,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-0.61259,22.5,-45,-22.5,-0.61259,0,0,-22.5,45,22.5,-0.61259,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-1.2227,22.5,-45,-22.5,-1.2227,0,0,-22.5,45,22.5,-1.2227,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-1.8277,22.5,-45,-22.5,-1.8277,0,0,-22.5,45,22.5,-1.8277,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-2.4252,22.5,-45,-22.5,-2.4252,0,0,-22.5,45,22.5,-2.4252,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-3.0128,22.5,-45,-22.5,-3.0128,0,0,-22.5,45,22.5,-3.0128,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-3.588,22.5,-45,-22.5,-3.588,0,0,-22.5,45,22.5,-3.588,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
0,-4.1484,22.5,-45,-22.5,-4.1484,0,0,-22.5,45,22.5,-4.1484,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.7645259939
0,-4.6918,22.5,-45,-22.5,-4.6918,0,0,-22.5,45,22.5,-4.6918,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,-5.3516819572
0,-5.216,22.5,-45,-22.5,-5.216,0,0,-22.5,45,22.5,-5.216,0,0,0,0,4,-4,0,0,0,-4,0,4,-5,0,0,7.3,0,0,0,0,,0,-4,7,2,-1,-4,0,4,-8,0,0,4,-4,4,-3,0,0,2,,,,0.1529051988
