0,0,29.118,-48.94,-19.822,0,0,0,-20.453,48.94,28.487,0,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-29.118,48.94,19.822,0,,0,-20.453,48.94,28.487,0,29.118,-48.94,-19.822
0,0,29.045,-48.969,-19.924,0.30142,0,0.30142,-20.35,48.911,28.56,0.30142,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-29.045,48.969,19.924,-0.30142,,0.30142,29.045,-48.969,-19.924,0.30142,-20.35,48.911,28.56
0,0,28.972,-48.997,-20.025,0.60253,0,0.60253,-20.247,48.88,28.633,0.60253,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.972,48.997,20.025,-0.60253,,0.60253,28.972,-48.997,-20.025,0.60253,-20.247,48.88,28.633
0,0,28.899,-49.025,-20.125,0.90303,0,0.90303,-20.143,48.849,28.706,0.90303,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.899,49.025,20.125,-0.90303,,0.90303,28.899,-49.025,-20.125,0.90303,-20.143,48.849,28.706
0,0,28.826,-49.052,-20.226,1.2026,0,1.2026,-20.039,48.818,28.779,1.2026,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.826,49.052,20.226,-1.2026,,1.2026,28.826,-49.052,-20.226,1.2026,-20.039,48.818,28.779
0,0,28.752,-49.078,-20.326,1.501,0,1.501,-19.935,48.786,28.851,1.501,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.752,49.078,20.326,-1.501,,1.501,28.752,-49.078,-20.326,1.501,-19.935,48.786,28.851
0,0,28.677,-49.104,-20.426,1.7979,0,1.7979,-19.83,48.753,28.923,1.7979,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.677,49.104,20.426,-1.7979,,1.7979,28.677,-49.104,-20.426,1.7979,-19.83,48.753,28.923
0,0,28.603,-49.129,-20.526,2.093,0,2.093,-19.726,48.72,28.994,2.093,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.603,49.129,20.526,-2.093,,2.093,28.603,-49.129,-20.526,2.093,-19.726,48.72,28.994
0,0,28.528,-49.153,-20.625,2.3859,0,2.3859,-19.62,48.686,29.066,2.3859,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.528,49.153,20.625,-2.3859,,2.3859,28.528,-49.153,-20.625,2.3859,-19.62,48.686,29.066
0,0,28.453,-49.177,-20.725,2.6765,0,2.6765,-19.515,48.651,29.136,2.6765,0,0,-8,3,2.152905199,3.99235474,-1.512232416,8.98471,3.157492355,-4.570336391,4.152905199,7.240061162,-2.380733945,-1.152905199,1.652905199,5.652905199,0,0,-3,0,,0,0,-28.453,49.177,20.725,-2.6765,,2.6765,28.453,-49.177,-20.725,2.6765,-19.515,48.651,29.136
