0,16.3980200501,-40.6925296146,-24.2945095645,0,0,-24.8087340535,40.6925296146,15.8837955611,0,-4,7,2,1,-4,4,-8,0,0,4,"in previous version,the roll of swing leg was constantly 0 even when it was not lifting",-41,20.5,-20.5
-0.27147,16.2951396962,-40.6582532023,-24.3631135061,-0.27147,0,-24.740914409,40.7257550356,15.9848406266,-0.27147,-4,7,2,1,-4,4,-8,0,0,4,"due to offset ,right leg length is not same as left...so decreased hip pitch",-41,20.5,-20.5
-0.54267,16.1919150691,-40.6232597164,-24.4313446473,-0.54267,0,-24.6727220893,40.7582807016,16.0855586123,-0.54267,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-0.81333,16.0883457627,-40.5875476115,-24.4992018488,-0.81333,0,-24.6041581617,40.7901080052,16.1859498435,-0.81333,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-1.0832,15.9844313515,-40.5511153045,-24.566683953,-1.0832,0,-24.5352236764,40.8212383045,16.2860146281,-1.0832,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-1.3519,15.8801713902,-40.5139611741,-24.6337897839,-1.3519,0,-24.4659196667,40.8516729233,16.3857532566,-1.3519,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-1.6193,15.7755654135,-40.4760835606,-24.7005181471,-1.6193,0,-24.3962471494,40.8814131517,16.4851660023,-1.6193,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-1.885,15.6706129356,-40.4374807651,-24.7668678295,-1.885,0,-24.3262071249,40.9104602465,16.5842531216,-1.885,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-2.1489,15.5653134506,-40.3981510492,-24.8328375986,-2.1489,0,-24.2558005772,40.9388154311,16.6830148539,-2.1489,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-2.4106,15.4596664313,-40.3580926343,-24.898426203,-2.4106,0,-24.1850284742,40.9664798964,16.7814514222,-2.4106,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-2.6699,15.3536713297,-40.3173037014,-24.9636323716,-2.6699,0,-24.1138917678,40.9934548008,16.879563033,-2.6699,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-2.9264,15.2473275765,-40.2757823901,-25.0284548136,-2.9264,0,-24.0423913942,41.0197412706,16.9773498763,-2.9264,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-3.1801,15.1406345805,-40.2335267984,-25.0928922179,-3.1801,0,-23.9705282739,41.0453404001,17.0748121262,-3.1801,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-3.4305,15.0335917285,-40.1905349821,-25.1569432535,-3.4305,0,-23.8983033117,41.0702532524,17.1719499406,-3.4305,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-3.6775,14.9261983855,-40.1468049539,-25.2206065684,-3.6775,0,-23.8257173972,41.094480859,17.2687634618,-3.6775,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-3.9207,14.8184538932,-40.1023346832,-25.28388079,-3.9207,0,-23.7527714046,41.1180242208,17.3652528162,-3.9207,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-4.16,14.7103575711,-40.0571220953,-25.3467645242,-4.16,0,-23.6794661929,41.1408843076,17.4614181147,-4.16,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-4.3952,14.6019087148,-40.0111650705,-25.4092563556,-4.3952,0,-23.6058026062,41.1630620591,17.5572594529,-4.3952,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-4.6259,14.4931065969,-39.9644614438,-25.471354847,-4.6259,0,-23.5317814737,41.1845583846,17.6527769109,-4.6259,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-4.8519,14.3839504655,-39.9170090043,-25.5330585388,-4.8519,0,-23.4574036097,41.2053741635,17.7479705538,-4.8519,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-5.0731,14.2744395448,-39.8688054941,-25.5943659492,-5.0731,0,-23.3826698137,41.2255102455,17.8428404318,-5.0731,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-5.2892,14.1645730342,-39.8198486076,-25.6552755735,-5.2892,0,-23.3075808709,41.2449674507,17.9373865798,-5.2892,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-5.4999,14.0543501079,-39.7701359914,-25.7157858835,-5.4999,0,-23.2321375518,41.26374657,18.0316090182,-5.4999,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-5.7051,13.9437699148,-39.7196652428,-25.7758953279,-5.7051,0,-23.1563406125,41.2818483651,18.1255077526,-5.7051,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-5.9045,13.8328315779,-39.6684339092,-25.8356023312,-5.9045,0,-23.0801907947,41.2992735689,18.2190827741,-5.9045,-4,7,2,1,-4,4,-8,0,0,4,,-41,20.5,-20.5
-6.098,13.7215341939,-39.6164394876,-25.8949052937,-6.098,0,-23.0036888263,41.3160228856,18.3123340593,-6.098,-4,7,2,1,-4,4,-8,0,0,4,,-41.4600013451,20.7300006725,-20.7300006725
-6.2854,13.6098768328,-39.5636794235,-25.9538025907,-6.2854,0,-22.9268354204,41.3320969907,18.4052615703,-6.2854,-4,7,2,1,-4,4,-8,0,0,4,,-42.8086570489,21.4043285245,-21.4043285245
