0,14.3182865385,-39.8881771731,-25.5698906346,0,0,-26.0730717518,39.8881771731,13.8151054213,0,-4,0,0,0,-4,4,0,0,0,4,"in previous version,the roll of swing leg was constantly 0 even when it was not lifting",-41,20.5,-20.5
-0.27147,14.1645730342,-39.8198486076,-25.6552755735,-0.27147,0,-25.98868911,39.9543629944,13.9656738845,-0.30246239,-4,0,0,0,-4,4,0,0,0,4,"due to offset ,right leg length is not same as left...so decreased hip pitch",-41,20.5,-20.5
-0.54267,14.0101609512,-39.7500388041,-25.7398778528,-0.54267,0,-25.9035282622,40.0191097148,14.1155814526,-0.6046202261,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-0.81333,13.8550479398,-39.6787411421,-25.8236932023,-0.81333,0,-25.8175931516,40.0824232222,14.2648300706,-0.9061692608,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-1.0832,13.6992315501,-39.6059488088,-25.9067172587,-1.0832,0,-25.730887638,40.144309235,14.413421597,-1.2068058599,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-1.3519,13.5427092301,-39.5316547944,-25.9889455644,-1.3519,0,-25.6434154997,40.2047733055,14.5613578058,-1.5062273078,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-1.6193,13.3854783231,-39.4558518877,-26.0703735646,-1.6193,0,-25.555180435,40.2638208229,14.7086403879,-1.8041321125,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-1.885,13.2275360653,-39.378532671,-26.1509966057,-1.885,0,-25.4661860638,40.3214570168,14.855270953,-2.1002203091,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-2.1489,13.0688795835,-39.2996895158,-26.2308099322,-2.1489,0,-25.3764359292,40.3776869603,15.0012510311,-2.3941937618,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-2.4106,12.909505892,-39.2193145769,-26.3098086848,-2.4106,0,-25.2859334989,40.4325155727,15.1465820739,-2.6857564644,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-2.6699,12.7494118904,-39.1373997878,-26.3879878974,-2.6699,0,-25.1946821663,40.4859476224,15.2912654562,-2.9746148378,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-2.9264,12.5885943601,-39.0539368547,-26.4653424947,-2.9264,0,-25.1026852523,40.5379877299,15.4353024776,-3.2604780263,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-3.1801,12.4270499619,-38.9689172509,-26.541867289,-3.1801,0,-25.0099460063,40.5886403699,15.5786943636,-3.5430581898,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-3.4305,12.2647752328,-38.8823322107,-26.6175569779,-3.4305,0,-24.9164676076,40.6379098744,15.7214422668,-3.822070794,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-3.6775,12.1017665826,-38.7941727232,-26.6924061406,-3.6775,0,-24.8222531663,40.6858004348,15.8635472685,-4.0972348969,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-3.9207,11.9380202907,-38.704429526,-26.7664092352,-3.9207,0,-24.7273057247,40.7323161041,16.0050103794,-4.3682734316,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-4.16,11.7735325027,-38.613093098,-26.8395605953,-4.16,0,-24.6316282581,40.7774607996,16.1458325414,-4.6349134852,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-4.3952,11.6082992265,-38.5201536528,-26.9118544262,-4.3952,0,-24.5352236764,40.8212383045,16.2860146281,-4.8968865739,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-4.6259,11.4423163291,-38.4256011311,-26.983284802,-4.6259,0,-24.4380948243,40.8636522704,16.4255574461,-5.1539289128,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-4.8519,11.2755795321,-38.3294251934,-27.0538456613,-4.8519,0,-24.3402444829,40.904706219,16.5644617361,-5.4057816822,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-5.0731,11.108084408,-38.2316152114,-27.1235308034,-5.0731,0,-24.2416753703,40.9444035442,16.7027281739,-5.6521912877,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-5.2892,10.9398263758,-38.1321602605,-27.1923338846,-5.2892,0,-24.1423901425,40.9827475136,16.8403573711,-5.8929096156,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-5.4999,10.7708006969,-38.0310491105,-27.2602484137,-5.4999,0,-24.0423913942,41.0197412706,16.9773498763,-6.1276942831,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-5.7051,10.6010024699,-37.9282702173,-27.3272677474,-5.7051,0,-23.9416816599,41.0553878358,17.1137061759,-6.3563088819,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-5.9045,10.4304266264,-37.8238117126,-27.3933850862,-5.9045,0,-23.8402634141,41.0896901089,17.2494266947,-6.5785232165,-4,0,0,0,-4,4,0,0,0,4,,-41,20.5,-20.5
-6.098,10.2590679258,-37.717661395,-27.4585934691,-6.098,0,-23.7381390725,41.1226508696,17.3845117971,-6.7941135358,-4,0,0,0,-4,4,0,0,0,4,,-41.46000135,20.73000067,-20.73000067
-6.2854,10.0869209501,-37.6098067192,-27.5228857691,-6.2854,0,-23.6353109925,41.1542727799,17.5189617874,-7.0028627586,-4,0,0,0,-4,4,0,0,0,4,,-42.80865705,21.40432852,-21.40432852
